"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Valor","Estat"
"2020","1","10","Sant Martí","68","el Poblenou",6349,"Nou"
"2020","1","10","Sant Martí","70","el Besòs i el Maresme",3909,"Nou"
"2020","1","10","Sant Martí","71","Provençals del Poblenou",3000,"Nou"
"2020","1","10","Sant Martí","72","Sant Martí de Provençals",3921,"Nou"
"2020","1","10","Sant Martí","73","la Verneda i la Pau",3039,"Nou"
"2020","1","1","Ciutat Vella","1","el Raval",3777,"Usat"
"2020","1","1","Ciutat Vella","2","el Barri Gòtic",3574,"Usat"
"2020","1","1","Ciutat Vella","3","la Barceloneta",5094,"Usat"
"2020","1","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",4180,"Usat"
"2020","1","2","Eixample","5","el Fort Pienc",4800,"Usat"
"2020","1","2","Eixample","6","la Sagrada Família",4563,"Usat"
"2020","1","2","Eixample","7","la Dreta de l'Eixample",4942,"Usat"
"2020","1","2","Eixample","8","l'Antiga Esquerra de l'Eixample",4744,"Usat"
"2020","1","2","Eixample","9","la Nova Esquerra de l'Eixample",5228,"Usat"
"2020","1","2","Eixample","10","Sant Antoni",4056,"Usat"
"2020","1","3","Sants-Montjuïc","11","el Poble Sec",4433,"Usat"
"2020","1","3","Sants-Montjuïc","12","la Marina del Prat Vermell",2085,"Usat"
"2020","1","3","Sants-Montjuïc","13","la Marina de Port",2807,"Usat"
"2020","1","3","Sants-Montjuïc","14","la Font de la Guatlla",3907,"Usat"
"2020","1","3","Sants-Montjuïc","15","Hostafrancs",4119,"Usat"
"2020","1","3","Sants-Montjuïc","16","la Bordeta",3287,"Usat"
"2020","1","3","Sants-Montjuïc","17","Sants - Badal",3588,"Usat"
"2020","1","3","Sants-Montjuïc","18","Sants",4376,"Usat"
"2020","1","4","Les Corts","19","les Corts",4778,"Usat"
"2020","1","4","Les Corts","20","la Maternitat i Sant Ramon",4574,"Usat"
"2020","1","4","Les Corts","21","Pedralbes",5819,"Usat"
"2020","1","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",1972,"Usat"
"2020","1","5","Sarrià-Sant Gervasi","23","Sarrià",6019,"Usat"
"2020","1","5","Sarrià-Sant Gervasi","24","les Tres Torres",5797,"Usat"
"2020","1","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",4794,"Usat"
"2020","1","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",5183,"Usat"
"2020","1","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",5032,"Usat"
"2020","1","6","Gràcia","28","Vallcarca i els Penitents",3896,"Usat"
"2020","1","6","Gràcia","29","el Coll",3564,"Usat"
"2020","1","6","Gràcia","30","la Salut",4481,"Usat"
"2020","1","6","Gràcia","31","la Vila de Gràcia",4832,"Usat"
"2020","1","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",4238,"Usat"
"2020","1","7","Horta-Guinardó","33","el Baix Guinardó",3722,"Usat"
"2020","1","7","Horta-Guinardó","34","Can Baró",3304,"Usat"
"2020","1","7","Horta-Guinardó","35","el Guinardó",3547,"Usat"
"2020","1","7","Horta-Guinardó","36","la Font d'en Fargues",3392,"Usat"
"2020","1","7","Horta-Guinardó","37","el Carmel",2515,"Usat"
"2020","1","7","Horta-Guinardó","38","la Teixonera",2499,"Usat"
"2020","1","7","Horta-Guinardó","39","Sant Genís dels Agudells",2125,"Usat"
"2020","1","7","Horta-Guinardó","40","Montbau",2877,"Usat"
"2020","1","7","Horta-Guinardó","41","la Vall d'Hebron",2813,"Usat"
"2020","1","7","Horta-Guinardó","43","Horta",3318,"Usat"
"2020","1","8","Nou Barris","44","Vilapicina i la Torre Llobeta",3094,"Usat"
"2020","1","8","Nou Barris","45","Porta",2713,"Usat"
"2020","1","8","Nou Barris","46","el Turó de la Peira",2375,"Usat"
"2020","1","8","Nou Barris","47","Can Peguera",1932,"Usat"
"2020","1","8","Nou Barris","48","la Guineueta",2620,"Usat"
"2020","1","8","Nou Barris","49","Canyelles",2222,"Usat"
"2020","1","8","Nou Barris","50","les Roquetes",2614,"Usat"
"2020","1","8","Nou Barris","51","Verdun",2482,"Usat"
"2020","1","8","Nou Barris","52","la Prosperitat",2390,"Usat"
"2020","1","8","Nou Barris","53","la Trinitat Nova",1715,"Usat"
"2020","1","8","Nou Barris","55","Ciutat Meridiana",1808,"Usat"
"2020","1","9","Sant Andreu","57","la Trinitat Vella",2318,"Usat"
"2020","1","9","Sant Andreu","58","Baró de Viver",3406,"Usat"
"2020","1","9","Sant Andreu","59","el Bon Pastor",2122,"Usat"
"2020","1","9","Sant Andreu","60","Sant Andreu",2991,"Usat"
"2020","1","9","Sant Andreu","61","la Sagrera",3263,"Usat"
"2020","1","9","Sant Andreu","62","el Congrés i els Indians",2748,"Usat"
"2020","1","9","Sant Andreu","63","Navas",4333,"Usat"
"2020","1","10","Sant Martí","64","el Camp de l'Arpa del Clot",4378,"Usat"
"2020","1","10","Sant Martí","65","el Clot",4524,"Usat"
"2020","1","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",4844,"Usat"
"2020","1","10","Sant Martí","67","la Vila Olímpica del Poblenou",4703,"Usat"
"2020","1","10","Sant Martí","68","el Poblenou",4604,"Usat"
"2020","1","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",7880,"Usat"
"2020","1","10","Sant Martí","70","el Besòs i el Maresme",2886,"Usat"
"2020","1","10","Sant Martí","71","Provençals del Poblenou",5093,"Usat"
"2020","1","10","Sant Martí","72","Sant Martí de Provençals",3540,"Usat"
"2020","1","10","Sant Martí","73","la Verneda i la Pau",2403,"Usat"
"2020","2","1","Ciutat Vella","1","el Raval",3798,"Total"
"2020","2","1","Ciutat Vella","2","el Barri Gòtic",4430,"Total"
"2020","2","1","Ciutat Vella","3","la Barceloneta",4469,"Total"
"2020","2","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",4887,"Total"
"2020","2","2","Eixample","5","el Fort Pienc",4013,"Total"
"2020","2","2","Eixample","6","la Sagrada Família",3922,"Total"
"2020","2","2","Eixample","7","la Dreta de l'Eixample",5705,"Total"
"2020","2","2","Eixample","8","l'Antiga Esquerra de l'Eixample",4984,"Total"
"2020","2","2","Eixample","9","la Nova Esquerra de l'Eixample",4761,"Total"
"2020","2","2","Eixample","10","Sant Antoni",4885,"Total"
"2020","2","3","Sants-Montjuïc","11","el Poble Sec",3765,"Total"
"2020","2","3","Sants-Montjuïc","12","la Marina del Prat Vermell",2999,"Total"
"2020","2","3","Sants-Montjuïc","13","la Marina de Port",3039,"Total"
"2020","2","3","Sants-Montjuïc","14","la Font de la Guatlla",3564,"Total"
"2020","2","3","Sants-Montjuïc","15","Hostafrancs",3610,"Total"
"2020","2","3","Sants-Montjuïc","16","la Bordeta",4400,"Total"
"2020","2","3","Sants-Montjuïc","17","Sants - Badal",3452,"Total"
"2020","2","3","Sants-Montjuïc","18","Sants",3535,"Total"
"2020","2","4","Les Corts","19","les Corts",4948,"Total"
"2020","2","4","Les Corts","20","la Maternitat i Sant Ramon",4303,"Total"
"2020","2","4","Les Corts","21","Pedralbes",10961,"Total"
"2020","2","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",3519,"Total"
"2020","2","5","Sarrià-Sant Gervasi","23","Sarrià",7043,"Total"
"2020","2","5","Sarrià-Sant Gervasi","24","les Tres Torres",4703,"Total"
"2020","2","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",4680,"Total"
"2020","2","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",4879,"Total"
"2020","2","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",4361,"Total"
"2020","2","6","Gràcia","28","Vallcarca i els Penitents",4306,"Total"
"2020","2","6","Gràcia","29","el Coll",3816,"Total"
"2020","2","6","Gràcia","30","la Salut",4762,"Total"
"2020","2","6","Gràcia","31","la Vila de Gràcia",4619,"Total"
"2020","2","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",4596,"Total"
"2020","2","7","Horta-Guinardó","33","el Baix Guinardó",3893,"Total"
"2020","2","7","Horta-Guinardó","34","Can Baró",2728,"Total"
"2020","2","7","Horta-Guinardó","35","el Guinardó",3382,"Total"
"2020","2","7","Horta-Guinardó","36","la Font d'en Fargues",3417,"Total"
"2020","2","7","Horta-Guinardó","37","el Carmel",2731,"Total"
"2020","2","7","Horta-Guinardó","38","la Teixonera",2775,"Total"
"2020","2","7","Horta-Guinardó","39","Sant Genís dels Agudells",2569,"Total"
"2020","2","7","Horta-Guinardó","40","Montbau",2706,"Total"
"2020","2","7","Horta-Guinardó","41","la Vall d'Hebron",3103,"Total"
"2020","2","7","Horta-Guinardó","43","Horta",3728,"Total"
"2020","2","8","Nou Barris","44","Vilapicina i la Torre Llobeta",2850,"Total"
"2020","2","8","Nou Barris","45","Porta",2584,"Total"
"2020","2","8","Nou Barris","46","el Turó de la Peira",2479,"Total"
"2020","2","8","Nou Barris","48","la Guineueta",2624,"Total"
"2020","2","8","Nou Barris","49","Canyelles",2538,"Total"
"2020","2","8","Nou Barris","50","les Roquetes",2092,"Total"
"2020","2","8","Nou Barris","51","Verdun",2465,"Total"
"2020","2","8","Nou Barris","52","la Prosperitat",2575,"Total"
"2020","2","8","Nou Barris","53","la Trinitat Nova",2085,"Total"
"2020","2","8","Nou Barris","55","Ciutat Meridiana",1389,"Total"
"2020","2","9","Sant Andreu","57","la Trinitat Vella",1394,"Total"
"2020","2","9","Sant Andreu","59","el Bon Pastor",2503,"Total"
"2020","2","9","Sant Andreu","60","Sant Andreu",3381,"Total"
"2020","2","9","Sant Andreu","61","la Sagrera",3368,"Total"
"2020","2","9","Sant Andreu","62","el Congrés i els Indians",4090,"Total"
"2020","2","9","Sant Andreu","63","Navas",3277,"Total"
"2020","2","10","Sant Martí","64","el Camp de l'Arpa del Clot",3506,"Total"
"2020","2","10","Sant Martí","65","el Clot",3680,"Total"
"2020","2","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",4861,"Total"
"2020","2","10","Sant Martí","67","la Vila Olímpica del Poblenou",4777,"Total"
"2020","2","10","Sant Martí","68","el Poblenou",4643,"Total"
"2020","2","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",4712,"Total"
"2020","2","10","Sant Martí","70","el Besòs i el Maresme",2441,"Total"
"2020","2","10","Sant Martí","71","Provençals del Poblenou",3508,"Total"
"2020","2","10","Sant Martí","72","Sant Martí de Provençals",2141,"Total"
"2020","2","10","Sant Martí","73","la Verneda i la Pau",2463,"Total"
"2020","2","1","Ciutat Vella","1","el Raval",4609,"Nou"
"2020","2","1","Ciutat Vella","2","el Barri Gòtic",6406,"Nou"
"2020","2","1","Ciutat Vella","3","la Barceloneta",4507,"Nou"
"2020","2","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",6702,"Nou"
"2020","2","2","Eixample","8","l'Antiga Esquerra de l'Eixample",5634,"Nou"
"2020","2","2","Eixample","9","la Nova Esquerra de l'Eixample",5640,"Nou"
"2020","2","2","Eixample","10","Sant Antoni",3896,"Nou"
"2020","2","3","Sants-Montjuïc","11","el Poble Sec",2266,"Nou"
"2020","2","3","Sants-Montjuïc","15","Hostafrancs",2803,"Nou"
"2020","2","3","Sants-Montjuïc","17","Sants - Badal",3479,"Nou"
"2020","2","3","Sants-Montjuïc","18","Sants",4946,"Nou"
"2020","2","4","Les Corts","19","les Corts",6916,"Nou"
"2020","2","4","Les Corts","20","la Maternitat i Sant Ramon",4249,"Nou"
"2020","2","5","Sarrià-Sant Gervasi","23","Sarrià",11352,"Nou"
"2020","2","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",4389,"Nou"
"2020","2","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",4612,"Nou"
"2020","2","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",7094,"Nou"
"2020","2","6","Gràcia","29","el Coll",4380,"Nou"
"2020","2","6","Gràcia","31","la Vila de Gràcia",6391,"Nou"
"2020","2","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",3520,"Nou"
"2020","2","7","Horta-Guinardó","37","el Carmel",2314,"Nou"
"2020","2","7","Horta-Guinardó","38","la Teixonera",2911,"Nou"
"2020","2","7","Horta-Guinardó","39","Sant Genís dels Agudells",772,"Nou"
"2020","2","7","Horta-Guinardó","41","la Vall d'Hebron",3103,"Nou"
"2020","2","7","Horta-Guinardó","43","Horta",3908,"Nou"
"2020","2","9","Sant Andreu","60","Sant Andreu",3212,"Nou"
"2020","2","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",5606,"Nou"
"2020","2","10","Sant Martí","68","el Poblenou",6173,"Nou"
"2020","2","10","Sant Martí","71","Provençals del Poblenou",3050,"Nou"
"2020","2","1","Ciutat Vella","1","el Raval",3740,"Usat"
"2020","2","1","Ciutat Vella","2","el Barri Gòtic",4289,"Usat"
"2020","2","1","Ciutat Vella","3","la Barceloneta",4461,"Usat"
"2020","2","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",4636,"Usat"
"2020","2","2","Eixample","5","el Fort Pienc",4013,"Usat"
"2020","2","2","Eixample","6","la Sagrada Família",3922,"Usat"
"2020","2","2","Eixample","7","la Dreta de l'Eixample",5705,"Usat"
"2020","2","2","Eixample","8","l'Antiga Esquerra de l'Eixample",4853,"Usat"
"2020","2","2","Eixample","9","la Nova Esquerra de l'Eixample",4617,"Usat"
"2020","2","2","Eixample","10","Sant Antoni",4956,"Usat"
"2020","2","3","Sants-Montjuïc","11","el Poble Sec",3880,"Usat"
"2020","2","3","Sants-Montjuïc","12","la Marina del Prat Vermell",2999,"Usat"
"2020","2","3","Sants-Montjuïc","13","la Marina de Port",3039,"Usat"
"2020","2","3","Sants-Montjuïc","14","la Font de la Guatlla",3564,"Usat"
"2020","2","3","Sants-Montjuïc","15","Hostafrancs",4085,"Usat"
"2020","2","3","Sants-Montjuïc","16","la Bordeta",4400,"Usat"
"2020","2","3","Sants-Montjuïc","17","Sants - Badal",3439,"Usat"
"2020","2","3","Sants-Montjuïc","18","Sants",3471,"Usat"
"2020","2","4","Les Corts","19","les Corts",4339,"Usat"
"2020","2","4","Les Corts","20","la Maternitat i Sant Ramon",4463,"Usat"
"2020","2","4","Les Corts","21","Pedralbes",10961,"Usat"
"2020","2","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",3519,"Usat"
"2020","2","5","Sarrià-Sant Gervasi","23","Sarrià",5966,"Usat"
"2020","2","5","Sarrià-Sant Gervasi","24","les Tres Torres",4703,"Usat"
"2020","2","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",4769,"Usat"
"2020","2","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",4927,"Usat"
"2020","2","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",3989,"Usat"
"2020","2","6","Gràcia","28","Vallcarca i els Penitents",4306,"Usat"
"2020","2","6","Gràcia","29","el Coll",2814,"Usat"
"2020","2","6","Gràcia","30","la Salut",4762,"Usat"
"2020","2","6","Gràcia","31","la Vila de Gràcia",4594,"Usat"
"2020","2","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",4743,"Usat"
"2020","2","7","Horta-Guinardó","33","el Baix Guinardó",3893,"Usat"
"2020","2","7","Horta-Guinardó","34","Can Baró",2728,"Usat"
"2020","2","7","Horta-Guinardó","35","el Guinardó",3382,"Usat"
"2020","2","7","Horta-Guinardó","36","la Font d'en Fargues",3417,"Usat"
"2020","2","7","Horta-Guinardó","37","el Carmel",2903,"Usat"
"2020","2","7","Horta-Guinardó","38","la Teixonera",2707,"Usat"
"2020","2","7","Horta-Guinardó","39","Sant Genís dels Agudells",2869,"Usat"
"2020","2","7","Horta-Guinardó","40","Montbau",2706,"Usat"
"2020","2","7","Horta-Guinardó","43","Horta",3572,"Usat"
"2020","2","8","Nou Barris","44","Vilapicina i la Torre Llobeta",2850,"Usat"
"2020","2","8","Nou Barris","45","Porta",2584,"Usat"
"2020","2","8","Nou Barris","46","el Turó de la Peira",2479,"Usat"
"2020","2","8","Nou Barris","48","la Guineueta",2624,"Usat"
"2020","2","8","Nou Barris","49","Canyelles",2538,"Usat"
"2020","2","8","Nou Barris","50","les Roquetes",2092,"Usat"
"2020","2","8","Nou Barris","51","Verdun",2465,"Usat"
"2020","2","8","Nou Barris","52","la Prosperitat",2575,"Usat"
"2020","2","8","Nou Barris","53","la Trinitat Nova",2085,"Usat"
"2020","2","8","Nou Barris","55","Ciutat Meridiana",1389,"Usat"
"2020","2","9","Sant Andreu","57","la Trinitat Vella",1394,"Usat"
"2020","2","9","Sant Andreu","59","el Bon Pastor",2503,"Usat"
"2020","2","9","Sant Andreu","60","Sant Andreu",3402,"Usat"
"2020","2","9","Sant Andreu","61","la Sagrera",3368,"Usat"
"2020","2","9","Sant Andreu","62","el Congrés i els Indians",4090,"Usat"
"2020","2","9","Sant Andreu","63","Navas",3277,"Usat"
"2020","2","10","Sant Martí","64","el Camp de l'Arpa del Clot",3506,"Usat"
"2020","2","10","Sant Martí","65","el Clot",3680,"Usat"
"2020","2","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",4488,"Usat"
"2020","2","10","Sant Martí","67","la Vila Olímpica del Poblenou",4777,"Usat"
"2020","2","10","Sant Martí","68","el Poblenou",4132,"Usat"
"2020","2","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",4712,"Usat"
"2020","2","10","Sant Martí","70","el Besòs i el Maresme",2441,"Usat"
"2020","2","10","Sant Martí","71","Provençals del Poblenou",3648,"Usat"
"2020","2","10","Sant Martí","72","Sant Martí de Provençals",2141,"Usat"
"2020","2","10","Sant Martí","73","la Verneda i la Pau",2463,"Usat"
"2020","3","1","Ciutat Vella","1","el Raval",3758,"Total"
"2020","3","1","Ciutat Vella","2","el Barri Gòtic",4189,"Total"
"2020","3","1","Ciutat Vella","3","la Barceloneta",4187,"Total"
"2020","3","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",5401,"Total"
"2020","3","2","Eixample","5","el Fort Pienc",4007,"Total"
"2020","3","2","Eixample","6","la Sagrada Família",4843,"Total"
"2020","3","2","Eixample","7","la Dreta de l'Eixample",5092,"Total"
"2020","3","2","Eixample","8","l'Antiga Esquerra de l'Eixample",6673,"Total"
"2020","3","2","Eixample","9","la Nova Esquerra de l'Eixample",4422,"Total"
"2020","3","2","Eixample","10","Sant Antoni",4138,"Total"
"2020","3","3","Sants-Montjuïc","11","el Poble Sec",3832,"Total"
"2020","3","3","Sants-Montjuïc","12","la Marina del Prat Vermell",2096,"Total"
"2020","3","3","Sants-Montjuïc","13","la Marina de Port",3529,"Total"
"2020","3","3","Sants-Montjuïc","14","la Font de la Guatlla",4119,"Total"
"2020","3","3","Sants-Montjuïc","15","Hostafrancs",3575,"Total"
"2020","3","3","Sants-Montjuïc","16","la Bordeta",4616,"Total"
"2020","3","3","Sants-Montjuïc","17","Sants - Badal",4802,"Total"
"2020","3","3","Sants-Montjuïc","18","Sants",3692,"Total"
"2020","3","4","Les Corts","19","les Corts",5103,"Total"
"2020","3","4","Les Corts","20","la Maternitat i Sant Ramon",3707,"Total"
"2020","3","4","Les Corts","21","Pedralbes",5267,"Total"
"2020","3","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",2359,"Total"
"2020","3","5","Sarrià-Sant Gervasi","23","Sarrià",6204,"Total"
"2020","3","5","Sarrià-Sant Gervasi","24","les Tres Torres",5702,"Total"
"2020","3","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",6389,"Total"
"2020","3","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",6137,"Total"
"2020","3","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",4419,"Total"
"2020","3","6","Gràcia","28","Vallcarca i els Penitents",3537,"Total"
"2020","3","6","Gràcia","29","el Coll",3176,"Total"
"2020","3","6","Gràcia","30","la Salut",4471,"Total"
"2020","3","6","Gràcia","31","la Vila de Gràcia",4706,"Total"
"2020","3","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",4317,"Total"
"2020","3","7","Horta-Guinardó","33","el Baix Guinardó",4038,"Total"
"2020","3","7","Horta-Guinardó","34","Can Baró",2913,"Total"
"2020","3","7","Horta-Guinardó","35","el Guinardó",3443,"Total"
"2020","3","7","Horta-Guinardó","36","la Font d'en Fargues",4144,"Total"
"2020","3","7","Horta-Guinardó","37","el Carmel",2799,"Total"
"2020","3","7","Horta-Guinardó","38","la Teixonera",2758,"Total"
"2020","3","7","Horta-Guinardó","39","Sant Genís dels Agudells",2198,"Total"
"2020","3","7","Horta-Guinardó","40","Montbau",1473,"Total"
"2020","3","7","Horta-Guinardó","41","la Vall d'Hebron",4085,"Total"
"2020","3","7","Horta-Guinardó","43","Horta",3121,"Total"
"2020","3","8","Nou Barris","44","Vilapicina i la Torre Llobeta",2494,"Total"
"2020","3","8","Nou Barris","45","Porta",2727,"Total"
"2020","3","8","Nou Barris","46","el Turó de la Peira",2429,"Total"
"2020","3","8","Nou Barris","48","la Guineueta",2099,"Total"
"2020","3","8","Nou Barris","49","Canyelles",2898,"Total"
"2020","3","8","Nou Barris","50","les Roquetes",2017,"Total"
"2020","3","8","Nou Barris","51","Verdun",2468,"Total"
"2020","3","8","Nou Barris","52","la Prosperitat",2389,"Total"
"2020","3","8","Nou Barris","53","la Trinitat Nova",2102,"Total"
"2020","3","8","Nou Barris","55","Ciutat Meridiana",740,"Total"
"2020","3","8","Nou Barris","56","Vallbona",2071,"Total"
"2020","3","9","Sant Andreu","59","el Bon Pastor",2104,"Total"
"2020","3","9","Sant Andreu","60","Sant Andreu",3636,"Total"
"2020","3","9","Sant Andreu","61","la Sagrera",4043,"Total"
"2020","3","9","Sant Andreu","62","el Congrés i els Indians",4258,"Total"
"2020","3","9","Sant Andreu","63","Navas",3434,"Total"
"2020","3","10","Sant Martí","64","el Camp de l'Arpa del Clot",3772,"Total"
"2020","3","10","Sant Martí","65","el Clot",3765,"Total"
"2020","3","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",3994,"Total"
"2020","3","10","Sant Martí","67","la Vila Olímpica del Poblenou",4801,"Total"
"2020","3","10","Sant Martí","68","el Poblenou",4680,"Total"
"2020","3","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",4869,"Total"
"2020","3","10","Sant Martí","70","el Besòs i el Maresme",2205,"Total"
"2020","3","10","Sant Martí","71","Provençals del Poblenou",3495,"Total"
"2020","3","10","Sant Martí","72","Sant Martí de Provençals",2794,"Total"
"2020","3","10","Sant Martí","73","la Verneda i la Pau",2400,"Total"
"2020","3","1","Ciutat Vella","1","el Raval",4424,"Nou"
"2020","3","1","Ciutat Vella","2","el Barri Gòtic",3318,"Nou"
"2020","3","1","Ciutat Vella","3","la Barceloneta",5390,"Nou"
"2020","3","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",7644,"Nou"
"2020","3","2","Eixample","5","el Fort Pienc",4875,"Nou"
"2020","3","2","Eixample","7","la Dreta de l'Eixample",10205,"Nou"
"2020","3","2","Eixample","8","l'Antiga Esquerra de l'Eixample",10462,"Nou"
"2020","3","2","Eixample","9","la Nova Esquerra de l'Eixample",4686,"Nou"
"2020","3","2","Eixample","10","Sant Antoni",2247,"Nou"
"2020","3","3","Sants-Montjuïc","11","el Poble Sec",4222,"Nou"
"2020","3","3","Sants-Montjuïc","13","la Marina de Port",2790,"Nou"
"2020","3","3","Sants-Montjuïc","15","Hostafrancs",3705,"Nou"
"2020","3","3","Sants-Montjuïc","18","Sants",3218,"Nou"
"2020","3","4","Les Corts","19","les Corts",5944,"Nou"
"2020","3","5","Sarrià-Sant Gervasi","23","Sarrià",18551,"Nou"
"2020","3","5","Sarrià-Sant Gervasi","24","les Tres Torres",4741,"Nou"
"2020","3","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",4660,"Nou"
"2020","3","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",6632,"Nou"
"2020","3","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",5020,"Nou"
"2020","3","6","Gràcia","28","Vallcarca i els Penitents",3510,"Nou"
"2020","3","6","Gràcia","29","el Coll",3300,"Nou"
"2020","3","6","Gràcia","31","la Vila de Gràcia",4534,"Nou"
"2020","3","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",3546,"Nou"
"2020","3","7","Horta-Guinardó","37","el Carmel",2979,"Nou"
"2020","3","7","Horta-Guinardó","38","la Teixonera",3529,"Nou"
"2020","3","7","Horta-Guinardó","39","Sant Genís dels Agudells",1977,"Nou"
"2020","3","7","Horta-Guinardó","43","Horta",3748,"Nou"
"2020","3","8","Nou Barris","45","Porta",3493,"Nou"
"2020","3","9","Sant Andreu","60","Sant Andreu",4641,"Nou"
"2020","3","10","Sant Martí","68","el Poblenou",5629,"Nou"
"2020","3","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",3214,"Nou"
"2020","3","10","Sant Martí","71","Provençals del Poblenou",3999,"Nou"
"2020","3","1","Ciutat Vella","1","el Raval",3633,"Usat"
"2020","3","1","Ciutat Vella","2","el Barri Gòtic",4363,"Usat"
"2020","3","1","Ciutat Vella","3","la Barceloneta",4098,"Usat"
"2020","3","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",5006,"Usat"
"2020","3","2","Eixample","5","el Fort Pienc",3979,"Usat"
"2020","3","2","Eixample","6","la Sagrada Família",4843,"Usat"
"2020","3","2","Eixample","7","la Dreta de l'Eixample",4976,"Usat"
"2020","3","2","Eixample","8","l'Antiga Esquerra de l'Eixample",5410,"Usat"
"2020","3","2","Eixample","9","la Nova Esquerra de l'Eixample",4359,"Usat"
"2020","3","2","Eixample","10","Sant Antoni",4208,"Usat"
"2020","3","3","Sants-Montjuïc","11","el Poble Sec",3777,"Usat"
"2020","3","3","Sants-Montjuïc","12","la Marina del Prat Vermell",2096,"Usat"
"2020","3","3","Sants-Montjuïc","13","la Marina de Port",3575,"Usat"
"2020","3","3","Sants-Montjuïc","14","la Font de la Guatlla",4119,"Usat"
"2020","3","3","Sants-Montjuïc","15","Hostafrancs",3559,"Usat"
"2020","3","3","Sants-Montjuïc","16","la Bordeta",4616,"Usat"
"2020","3","3","Sants-Montjuïc","17","Sants - Badal",4802,"Usat"
"2020","3","3","Sants-Montjuïc","18","Sants",3765,"Usat"
"2020","3","4","Les Corts","19","les Corts",4726,"Usat"
"2020","3","4","Les Corts","20","la Maternitat i Sant Ramon",3707,"Usat"
"2020","3","4","Les Corts","21","Pedralbes",5267,"Usat"
"2020","3","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",2359,"Usat"
"2020","3","5","Sarrià-Sant Gervasi","23","Sarrià",5616,"Usat"
"2020","3","5","Sarrià-Sant Gervasi","24","les Tres Torres",5872,"Usat"
"2020","3","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",6694,"Usat"
"2020","3","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",5976,"Usat"
"2020","3","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",4279,"Usat"
"2020","3","6","Gràcia","28","Vallcarca i els Penitents",3545,"Usat"
"2020","3","6","Gràcia","29","el Coll",2927,"Usat"
"2020","3","6","Gràcia","30","la Salut",4471,"Usat"
"2020","3","6","Gràcia","31","la Vila de Gràcia",4716,"Usat"
"2020","3","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",4336,"Usat"
"2020","3","7","Horta-Guinardó","33","el Baix Guinardó",4038,"Usat"
