"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Valor","Estat"
"2021","2","4","Les Corts","19","les Corts",4140,"Total"
"2021","2","4","Les Corts","20","la Maternitat i Sant Ramon",4039,"Total"
"2021","2","4","Les Corts","21","Pedralbes",5449,"Total"
"2021","2","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",2515,"Total"
"2021","2","5","Sarrià-Sant Gervasi","23","Sarrià",5930,"Total"
"2021","2","5","Sarrià-Sant Gervasi","24","les Tres Torres",5907,"Total"
"2021","2","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",6455,"Total"
"2021","2","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",7295,"Total"
"2021","2","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",5187,"Total"
"2021","2","6","Gràcia","28","Vallcarca i els Penitents",4124,"Total"
"2021","2","6","Gràcia","29","el Coll",3562,"Total"
"2021","2","6","Gràcia","30","la Salut",4148,"Total"
"2021","2","6","Gràcia","31","la Vila de Gràcia",4324,"Total"
"2021","2","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",4208,"Total"
"2021","2","7","Horta-Guinardó","33","el Baix Guinardó",3581,"Total"
"2021","2","7","Horta-Guinardó","34","Can Baró",3589,"Total"
"2021","2","7","Horta-Guinardó","35","el Guinardó",3306,"Total"
"2021","2","7","Horta-Guinardó","36","la Font d'en Fargues",3540,"Total"
"2021","2","7","Horta-Guinardó","37","el Carmel",2190,"Total"
"2021","2","7","Horta-Guinardó","38","la Teixonera",2474,"Total"
"2021","2","7","Horta-Guinardó","39","Sant Genís dels Agudells",2296,"Total"
"2021","2","7","Horta-Guinardó","40","Montbau",2920,"Total"
"2021","2","7","Horta-Guinardó","41","la Vall d'Hebron",4233,"Total"
"2021","2","7","Horta-Guinardó","43","Horta",3063,"Total"
"2021","2","8","Nou Barris","44","Vilapicina i la Torre Llobeta",3513,"Total"
"2021","2","8","Nou Barris","45","Porta",2919,"Total"
"2021","2","8","Nou Barris","46","el Turó de la Peira",2160,"Total"
"2021","2","8","Nou Barris","48","la Guineueta",2408,"Total"
"2021","2","8","Nou Barris","49","Canyelles",2676,"Total"
"2021","2","8","Nou Barris","50","les Roquetes",1904,"Total"
"2021","2","8","Nou Barris","51","Verdun",2420,"Total"
"2021","2","8","Nou Barris","52","la Prosperitat",2423,"Total"
"2021","2","8","Nou Barris","53","la Trinitat Nova",2330,"Total"
"2021","2","8","Nou Barris","55","Ciutat Meridiana",1193,"Total"
"2021","2","9","Sant Andreu","57","la Trinitat Vella",2238,"Total"
"2021","2","9","Sant Andreu","59","el Bon Pastor",2223,"Total"
"2021","2","9","Sant Andreu","60","Sant Andreu",3984,"Total"
"2021","2","9","Sant Andreu","61","la Sagrera",3442,"Total"
"2021","2","9","Sant Andreu","62","el Congrés i els Indians",3582,"Total"
"2021","2","9","Sant Andreu","63","Navas",3317,"Total"
"2021","2","10","Sant Martí","64","el Camp de l'Arpa del Clot",3275,"Total"
"2021","2","10","Sant Martí","65","el Clot",3950,"Total"
"2021","2","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",4129,"Total"
"2021","2","10","Sant Martí","67","la Vila Olímpica del Poblenou",4244,"Total"
"2021","2","10","Sant Martí","68","el Poblenou",4847,"Total"
"2021","2","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",4509,"Total"
"2021","2","10","Sant Martí","70","el Besòs i el Maresme",2832,"Total"
"2021","2","10","Sant Martí","71","Provençals del Poblenou",3388,"Total"
"2021","2","10","Sant Martí","72","Sant Martí de Provençals",2690,"Total"
"2021","2","10","Sant Martí","73","la Verneda i la Pau",2290,"Total"
"2021","2","1","Ciutat Vella","2","el Barri Gòtic",4351,"Nou"
"2021","2","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",5949,"Nou"
"2021","2","2","Eixample","6","la Sagrada Família",3096,"Nou"
"2021","2","2","Eixample","7","la Dreta de l'Eixample",5550,"Nou"
"2021","2","2","Eixample","9","la Nova Esquerra de l'Eixample",4871,"Nou"
"2021","2","3","Sants-Montjuïc","15","Hostafrancs",5277,"Nou"
"2021","2","3","Sants-Montjuïc","16","la Bordeta",3595,"Nou"
"2021","2","3","Sants-Montjuïc","17","Sants - Badal",3177,"Nou"
"2021","2","3","Sants-Montjuïc","18","Sants",3350,"Nou"
"2021","2","4","Les Corts","19","les Corts",5667,"Nou"
"2021","2","4","Les Corts","21","Pedralbes",5948,"Nou"
"2021","2","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",1536,"Nou"
"2021","2","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",6575,"Nou"
"2021","2","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",7726,"Nou"
"2021","2","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",8219,"Nou"
"2021","2","6","Gràcia","28","Vallcarca i els Penitents",3919,"Nou"
"2021","2","6","Gràcia","29","el Coll",3442,"Nou"
"2021","2","7","Horta-Guinardó","35","el Guinardó",3033,"Nou"
"2021","2","7","Horta-Guinardó","37","el Carmel",2000,"Nou"
"2021","2","7","Horta-Guinardó","38","la Teixonera",2658,"Nou"
"2021","2","7","Horta-Guinardó","43","Horta",2736,"Nou"
"2021","2","8","Nou Barris","44","Vilapicina i la Torre Llobeta",4399,"Nou"
"2021","2","9","Sant Andreu","60","Sant Andreu",4469,"Nou"
"2021","2","10","Sant Martí","67","la Vila Olímpica del Poblenou",6441,"Nou"
"2021","2","10","Sant Martí","68","el Poblenou",6816,"Nou"
"2021","2","10","Sant Martí","70","el Besòs i el Maresme",3910,"Nou"
"2021","2","10","Sant Martí","71","Provençals del Poblenou",3667,"Nou"
"2021","2","1","Ciutat Vella","1","el Raval",3343,"Usat"
"2021","2","1","Ciutat Vella","2","el Barri Gòtic",4554,"Usat"
"2021","2","1","Ciutat Vella","3","la Barceloneta",4276,"Usat"
"2021","2","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",3753,"Usat"
"2021","2","2","Eixample","5","el Fort Pienc",4230,"Usat"
"2021","2","2","Eixample","6","la Sagrada Família",4166,"Usat"
"2021","2","2","Eixample","7","la Dreta de l'Eixample",4655,"Usat"
"2021","2","2","Eixample","8","l'Antiga Esquerra de l'Eixample",4665,"Usat"
"2021","2","2","Eixample","9","la Nova Esquerra de l'Eixample",4370,"Usat"
"2021","2","2","Eixample","10","Sant Antoni",4185,"Usat"
"2021","2","3","Sants-Montjuïc","11","el Poble Sec",5541,"Usat"
"2021","2","3","Sants-Montjuïc","12","la Marina del Prat Vermell",2025,"Usat"
"2021","2","3","Sants-Montjuïc","13","la Marina de Port",3759,"Usat"
"2021","2","3","Sants-Montjuïc","14","la Font de la Guatlla",3430,"Usat"
"2021","2","3","Sants-Montjuïc","15","Hostafrancs",4406,"Usat"
"2021","2","3","Sants-Montjuïc","16","la Bordeta",2935,"Usat"
"2021","2","3","Sants-Montjuïc","17","Sants - Badal",3219,"Usat"
"2021","2","3","Sants-Montjuïc","18","Sants",3825,"Usat"
"2021","2","4","Les Corts","19","les Corts",4041,"Usat"
"2021","2","4","Les Corts","20","la Maternitat i Sant Ramon",4027,"Usat"
"2021","2","4","Les Corts","21","Pedralbes",5382,"Usat"
"2021","2","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",3250,"Usat"
"2021","2","5","Sarrià-Sant Gervasi","23","Sarrià",5930,"Usat"
"2021","2","5","Sarrià-Sant Gervasi","24","les Tres Torres",5573,"Usat"
"2021","2","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",6429,"Usat"
"2021","2","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",7218,"Usat"
"2021","2","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",4921,"Usat"
"2021","2","6","Gràcia","28","Vallcarca i els Penitents",4175,"Usat"
"2021","2","6","Gràcia","29","el Coll",3802,"Usat"
"2021","2","6","Gràcia","30","la Salut",4148,"Usat"
"2021","2","6","Gràcia","31","la Vila de Gràcia",4298,"Usat"
"2021","2","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",4208,"Usat"
"2021","2","7","Horta-Guinardó","33","el Baix Guinardó",3581,"Usat"
"2021","2","7","Horta-Guinardó","34","Can Baró",3589,"Usat"
"2021","2","7","Horta-Guinardó","35","el Guinardó",3403,"Usat"
"2021","2","7","Horta-Guinardó","36","la Font d'en Fargues",3540,"Usat"
"2021","2","7","Horta-Guinardó","37","el Carmel",2237,"Usat"
"2021","2","7","Horta-Guinardó","38","la Teixonera",2345,"Usat"
"2021","2","7","Horta-Guinardó","39","Sant Genís dels Agudells",2336,"Usat"
"2021","2","7","Horta-Guinardó","40","Montbau",2894,"Usat"
"2021","2","7","Horta-Guinardó","41","la Vall d'Hebron",4079,"Usat"
"2021","2","7","Horta-Guinardó","43","Horta",3172,"Usat"
"2021","2","8","Nou Barris","44","Vilapicina i la Torre Llobeta",2936,"Usat"
"2021","2","8","Nou Barris","45","Porta",2919,"Usat"
"2021","2","8","Nou Barris","46","el Turó de la Peira",2160,"Usat"
"2021","2","8","Nou Barris","48","la Guineueta",2408,"Usat"
"2021","2","8","Nou Barris","49","Canyelles",2676,"Usat"
"2021","2","8","Nou Barris","50","les Roquetes",1904,"Usat"
"2021","2","8","Nou Barris","51","Verdun",2276,"Usat"
"2021","2","8","Nou Barris","52","la Prosperitat",2423,"Usat"
"2021","2","8","Nou Barris","53","la Trinitat Nova",2330,"Usat"
"2021","2","8","Nou Barris","55","Ciutat Meridiana",1193,"Usat"
"2021","2","9","Sant Andreu","57","la Trinitat Vella",2238,"Usat"
"2021","2","9","Sant Andreu","59","el Bon Pastor",2223,"Usat"
"2021","2","9","Sant Andreu","60","Sant Andreu",3761,"Usat"
"2021","2","9","Sant Andreu","61","la Sagrera",3442,"Usat"
"2021","2","9","Sant Andreu","62","el Congrés i els Indians",3582,"Usat"
"2021","2","9","Sant Andreu","63","Navas",3317,"Usat"
"2021","2","10","Sant Martí","64","el Camp de l'Arpa del Clot",3275,"Usat"
"2021","2","10","Sant Martí","65","el Clot",3950,"Usat"
"2021","2","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",4063,"Usat"
"2021","2","10","Sant Martí","67","la Vila Olímpica del Poblenou",3335,"Usat"
"2021","2","10","Sant Martí","68","el Poblenou",4285,"Usat"
"2021","2","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",4548,"Usat"
"2021","2","10","Sant Martí","70","el Besòs i el Maresme",2668,"Usat"
"2021","2","10","Sant Martí","71","Provençals del Poblenou",3182,"Usat"
"2021","2","10","Sant Martí","72","Sant Martí de Provençals",2690,"Usat"
"2021","2","10","Sant Martí","73","la Verneda i la Pau",2290,"Usat"
"2021","3","1","Ciutat Vella","1","el Raval",2817,"Total"
"2021","3","1","Ciutat Vella","2","el Barri Gòtic",4582,"Total"
"2021","3","1","Ciutat Vella","3","la Barceloneta",4543,"Total"
"2021","3","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",4297,"Total"
"2021","3","2","Eixample","5","el Fort Pienc",4057,"Total"
"2021","3","2","Eixample","6","la Sagrada Família",3944,"Total"
"2021","3","2","Eixample","7","la Dreta de l'Eixample",5840,"Total"
"2021","3","2","Eixample","8","l'Antiga Esquerra de l'Eixample",5447,"Total"
"2021","3","2","Eixample","9","la Nova Esquerra de l'Eixample",4351,"Total"
"2021","3","2","Eixample","10","Sant Antoni",5447,"Total"
"2021","3","3","Sants-Montjuïc","11","el Poble Sec",4663,"Total"
"2021","3","3","Sants-Montjuïc","12","la Marina del Prat Vermell",2783,"Total"
"2021","3","3","Sants-Montjuïc","13","la Marina de Port",3453,"Total"
"2021","3","3","Sants-Montjuïc","14","la Font de la Guatlla",3680,"Total"
"2021","3","3","Sants-Montjuïc","15","Hostafrancs",3645,"Total"
"2021","3","3","Sants-Montjuïc","16","la Bordeta",3756,"Total"
"2021","3","3","Sants-Montjuïc","17","Sants - Badal",3787,"Total"
"2021","3","3","Sants-Montjuïc","18","Sants",3611,"Total"
"2021","3","4","Les Corts","19","les Corts",4742,"Total"
"2021","3","4","Les Corts","20","la Maternitat i Sant Ramon",4992,"Total"
"2021","3","4","Les Corts","21","Pedralbes",6915,"Total"
"2021","3","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",3655,"Total"
"2021","3","5","Sarrià-Sant Gervasi","23","Sarrià",6481,"Total"
"2021","3","5","Sarrià-Sant Gervasi","24","les Tres Torres",6231,"Total"
"2021","3","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",7618,"Total"
"2021","3","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",6294,"Total"
"2021","3","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",4683,"Total"
"2021","3","6","Gràcia","28","Vallcarca i els Penitents",3929,"Total"
"2021","3","6","Gràcia","29","el Coll",3129,"Total"
"2021","3","6","Gràcia","30","la Salut",4140,"Total"
"2021","3","6","Gràcia","31","la Vila de Gràcia",4203,"Total"
"2021","3","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",4416,"Total"
"2021","3","7","Horta-Guinardó","33","el Baix Guinardó",3878,"Total"
"2021","3","7","Horta-Guinardó","34","Can Baró",3247,"Total"
"2021","3","7","Horta-Guinardó","35","el Guinardó",3715,"Total"
"2021","3","7","Horta-Guinardó","36","la Font d'en Fargues",3672,"Total"
"2021","3","7","Horta-Guinardó","37","el Carmel",2287,"Total"
"2021","3","7","Horta-Guinardó","38","la Teixonera",2025,"Total"
"2021","3","7","Horta-Guinardó","39","Sant Genís dels Agudells",2718,"Total"
"2021","3","7","Horta-Guinardó","40","Montbau",2459,"Total"
"2021","3","7","Horta-Guinardó","41","la Vall d'Hebron",3495,"Total"
"2021","3","7","Horta-Guinardó","43","Horta",2706,"Total"
"2021","3","8","Nou Barris","44","Vilapicina i la Torre Llobeta",2865,"Total"
"2021","3","8","Nou Barris","45","Porta",2992,"Total"
"2021","3","8","Nou Barris","46","el Turó de la Peira",2808,"Total"
"2021","3","8","Nou Barris","48","la Guineueta",2548,"Total"
"2021","3","8","Nou Barris","49","Canyelles",1894,"Total"
"2021","3","8","Nou Barris","50","les Roquetes",1743,"Total"
"2021","3","8","Nou Barris","51","Verdun",2356,"Total"
"2021","3","8","Nou Barris","52","la Prosperitat",2936,"Total"
"2021","3","8","Nou Barris","53","la Trinitat Nova",1822,"Total"
"2021","3","8","Nou Barris","55","Ciutat Meridiana",1485,"Total"
"2021","3","9","Sant Andreu","57","la Trinitat Vella",1926,"Total"
"2021","3","9","Sant Andreu","59","el Bon Pastor",2227,"Total"
"2021","3","9","Sant Andreu","60","Sant Andreu",3665,"Total"
"2021","3","9","Sant Andreu","61","la Sagrera",3160,"Total"
"2021","3","9","Sant Andreu","62","el Congrés i els Indians",3546,"Total"
"2021","3","9","Sant Andreu","63","Navas",2991,"Total"
"2021","3","10","Sant Martí","64","el Camp de l'Arpa del Clot",3510,"Total"
"2021","3","10","Sant Martí","65","el Clot",3297,"Total"
"2021","3","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",4218,"Total"
"2021","3","10","Sant Martí","67","la Vila Olímpica del Poblenou",5317,"Total"
"2021","3","10","Sant Martí","68","el Poblenou",4882,"Total"
"2021","3","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",4723,"Total"
"2021","3","10","Sant Martí","70","el Besòs i el Maresme",2965,"Total"
"2021","3","10","Sant Martí","71","Provençals del Poblenou",3336,"Total"
"2021","3","10","Sant Martí","72","Sant Martí de Provençals",2599,"Total"
"2021","3","10","Sant Martí","73","la Verneda i la Pau",2370,"Total"
"2021","3","1","Ciutat Vella","3","la Barceloneta",3268,"Nou"
"2021","3","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",6271,"Nou"
"2021","3","2","Eixample","6","la Sagrada Família",4312,"Nou"
"2021","3","2","Eixample","7","la Dreta de l'Eixample",9664,"Nou"
"2021","3","2","Eixample","8","l'Antiga Esquerra de l'Eixample",7082,"Nou"
"2021","3","2","Eixample","9","la Nova Esquerra de l'Eixample",3755,"Nou"
"2021","3","3","Sants-Montjuïc","14","la Font de la Guatlla",3925,"Nou"
"2021","3","3","Sants-Montjuïc","15","Hostafrancs",3887,"Nou"
"2021","3","3","Sants-Montjuïc","18","Sants",5802,"Nou"
"2021","3","4","Les Corts","19","les Corts",6364,"Nou"
"2021","3","4","Les Corts","21","Pedralbes",6411,"Nou"
"2021","3","5","Sarrià-Sant Gervasi","23","Sarrià",7904,"Nou"
"2021","3","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",7691,"Nou"
"2021","3","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",5670,"Nou"
"2021","3","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",6626,"Nou"
"2021","3","6","Gràcia","28","Vallcarca i els Penitents",3937,"Nou"
"2021","3","6","Gràcia","29","el Coll",3603,"Nou"
"2021","3","7","Horta-Guinardó","35","el Guinardó",5089,"Nou"
"2021","3","7","Horta-Guinardó","37","el Carmel",1666,"Nou"
"2021","3","7","Horta-Guinardó","38","la Teixonera",1229,"Nou"
"2021","3","7","Horta-Guinardó","39","Sant Genís dels Agudells",2341,"Nou"
"2021","3","7","Horta-Guinardó","40","Montbau",2742,"Nou"
"2021","3","7","Horta-Guinardó","43","Horta",3048,"Nou"
"2021","3","8","Nou Barris","44","Vilapicina i la Torre Llobeta",3964,"Nou"
"2021","3","8","Nou Barris","51","Verdun",2779,"Nou"
"2021","3","9","Sant Andreu","60","Sant Andreu",4188,"Nou"
"2021","3","9","Sant Andreu","62","el Congrés i els Indians",4565,"Nou"
"2021","3","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",4144,"Nou"
"2021","3","10","Sant Martí","67","la Vila Olímpica del Poblenou",5527,"Nou"
"2021","3","10","Sant Martí","68","el Poblenou",6176,"Nou"
"2021","3","10","Sant Martí","70","el Besòs i el Maresme",4251,"Nou"
"2021","3","10","Sant Martí","71","Provençals del Poblenou",3266,"Nou"
"2021","3","1","Ciutat Vella","1","el Raval",2803,"Usat"
"2021","3","1","Ciutat Vella","2","el Barri Gòtic",4648,"Usat"
"2021","3","1","Ciutat Vella","3","la Barceloneta",4659,"Usat"
"2021","3","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",4194,"Usat"
"2021","3","2","Eixample","5","el Fort Pienc",4088,"Usat"
"2021","3","2","Eixample","6","la Sagrada Família",3923,"Usat"
"2021","3","2","Eixample","7","la Dreta de l'Eixample",5636,"Usat"
"2021","3","2","Eixample","8","l'Antiga Esquerra de l'Eixample",5137,"Usat"
"2021","3","2","Eixample","9","la Nova Esquerra de l'Eixample",4550,"Usat"
"2021","3","2","Eixample","10","Sant Antoni",5508,"Usat"
"2021","3","3","Sants-Montjuïc","11","el Poble Sec",4678,"Usat"
"2021","3","3","Sants-Montjuïc","12","la Marina del Prat Vermell",2783,"Usat"
"2021","3","3","Sants-Montjuïc","13","la Marina de Port",3453,"Usat"
"2021","3","3","Sants-Montjuïc","14","la Font de la Guatlla",3623,"Usat"
"2021","3","3","Sants-Montjuïc","15","Hostafrancs",3607,"Usat"
"2021","3","3","Sants-Montjuïc","16","la Bordeta",3457,"Usat"
"2021","3","3","Sants-Montjuïc","17","Sants - Badal",3665,"Usat"
"2021","3","3","Sants-Montjuïc","18","Sants",3423,"Usat"
"2021","3","4","Les Corts","19","les Corts",4423,"Usat"
"2021","3","4","Les Corts","20","la Maternitat i Sant Ramon",4992,"Usat"
"2021","3","4","Les Corts","21","Pedralbes",7004,"Usat"
"2021","3","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",3822,"Usat"
"2021","3","5","Sarrià-Sant Gervasi","23","Sarrià",6402,"Usat"
"2021","3","5","Sarrià-Sant Gervasi","24","les Tres Torres",6289,"Usat"
"2021","3","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",7602,"Usat"
"2021","3","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",6374,"Usat"
"2021","3","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",4522,"Usat"
"2021","3","6","Gràcia","28","Vallcarca i els Penitents",3925,"Usat"
"2021","3","6","Gràcia","29","el Coll",2940,"Usat"
"2021","3","6","Gràcia","30","la Salut",4148,"Usat"
"2021","3","6","Gràcia","31","la Vila de Gràcia",4201,"Usat"
"2021","3","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",4453,"Usat"
"2021","3","7","Horta-Guinardó","33","el Baix Guinardó",3878,"Usat"
"2021","3","7","Horta-Guinardó","34","Can Baró",3247,"Usat"
"2021","3","7","Horta-Guinardó","35","el Guinardó",3236,"Usat"
"2021","3","7","Horta-Guinardó","36","la Font d'en Fargues",3740,"Usat"
"2021","3","7","Horta-Guinardó","37","el Carmel",2692,"Usat"
"2021","3","7","Horta-Guinardó","38","la Teixonera",3147,"Usat"
"2021","3","7","Horta-Guinardó","39","Sant Genís dels Agudells",2988,"Usat"
"2021","3","7","Horta-Guinardó","40","Montbau",2377,"Usat"
"2021","3","7","Horta-Guinardó","41","la Vall d'Hebron",3495,"Usat"
"2021","3","7","Horta-Guinardó","43","Horta",2625,"Usat"
"2021","3","8","Nou Barris","44","Vilapicina i la Torre Llobeta",2780,"Usat"
"2021","3","8","Nou Barris","45","Porta",2982,"Usat"
"2021","3","8","Nou Barris","46","el Turó de la Peira",2808,"Usat"
"2021","3","8","Nou Barris","48","la Guineueta",2548,"Usat"
"2021","3","8","Nou Barris","49","Canyelles",1894,"Usat"
"2021","3","8","Nou Barris","50","les Roquetes",1743,"Usat"
"2021","3","8","Nou Barris","51","Verdun",2174,"Usat"
"2021","3","8","Nou Barris","52","la Prosperitat",2936,"Usat"
"2021","3","8","Nou Barris","53","la Trinitat Nova",1822,"Usat"
"2021","3","8","Nou Barris","55","Ciutat Meridiana",1485,"Usat"
"2021","3","9","Sant Andreu","57","la Trinitat Vella",1926,"Usat"
"2021","3","9","Sant Andreu","59","el Bon Pastor",2227,"Usat"
"2021","3","9","Sant Andreu","60","Sant Andreu",3645,"Usat"
"2021","3","9","Sant Andreu","61","la Sagrera",3160,"Usat"
"2021","3","9","Sant Andreu","62","el Congrés i els Indians",3376,"Usat"
"2021","3","9","Sant Andreu","63","Navas",2991,"Usat"
"2021","3","10","Sant Martí","64","el Camp de l'Arpa del Clot",3510,"Usat"
"2021","3","10","Sant Martí","65","el Clot",3297,"Usat"
"2021","3","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",4341,"Usat"
"2021","3","10","Sant Martí","67","la Vila Olímpica del Poblenou",5160,"Usat"
"2021","3","10","Sant Martí","68","el Poblenou",4542,"Usat"
"2021","3","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",4764,"Usat"
"2021","3","10","Sant Martí","70","el Besòs i el Maresme",2064,"Usat"
"2021","3","10","Sant Martí","71","Provençals del Poblenou",3348,"Usat"
"2021","3","10","Sant Martí","72","Sant Martí de Provençals",2599,"Usat"
"2021","3","10","Sant Martí","73","la Verneda i la Pau",2406,"Usat"
"2021","4","1","Ciutat Vella","1","el Raval",3557,"Total"
"2021","4","1","Ciutat Vella","2","el Barri Gòtic",4042,"Total"
"2021","4","1","Ciutat Vella","3","la Barceloneta",4488,"Total"
"2021","4","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",4180,"Total"
"2021","4","2","Eixample","5","el Fort Pienc",3960,"Total"
"2021","4","2","Eixample","6","la Sagrada Família",3994,"Total"
"2021","4","2","Eixample","7","la Dreta de l'Eixample",5513,"Total"
"2021","4","2","Eixample","8","l'Antiga Esquerra de l'Eixample",4790,"Total"
"2021","4","2","Eixample","9","la Nova Esquerra de l'Eixample",4589,"Total"
"2021","4","2","Eixample","10","Sant Antoni",4039,"Total"
"2021","4","3","Sants-Montjuïc","11","el Poble Sec",3869,"Total"
"2021","4","3","Sants-Montjuïc","12","la Marina del Prat Vermell",1435,"Total"
"2021","4","3","Sants-Montjuïc","13","la Marina de Port",3596,"Total"
"2021","4","3","Sants-Montjuïc","14","la Font de la Guatlla",4094,"Total"
"2021","4","3","Sants-Montjuïc","15","Hostafrancs",3554,"Total"
"2021","4","3","Sants-Montjuïc","16","la Bordeta",3476,"Total"
"2021","4","3","Sants-Montjuïc","17","Sants - Badal",3494,"Total"
"2021","4","3","Sants-Montjuïc","18","Sants",3842,"Total"
"2021","4","4","Les Corts","19","les Corts",5308,"Total"
"2021","4","4","Les Corts","20","la Maternitat i Sant Ramon",4187,"Total"
"2021","4","4","Les Corts","21","Pedralbes",4655,"Total"
"2021","4","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",5629,"Total"
"2021","4","5","Sarrià-Sant Gervasi","23","Sarrià",5245,"Total"
"2021","4","5","Sarrià-Sant Gervasi","24","les Tres Torres",6114,"Total"
"2021","4","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",6271,"Total"
"2021","4","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",6871,"Total"
"2021","4","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",5113,"Total"
"2021","4","6","Gràcia","28","Vallcarca i els Penitents",3634,"Total"
"2021","4","6","Gràcia","29","el Coll",3468,"Total"
"2021","4","6","Gràcia","30","la Salut",3941,"Total"
"2021","4","6","Gràcia","31","la Vila de Gràcia",4711,"Total"
"2021","4","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",4590,"Total"
"2021","4","7","Horta-Guinardó","33","el Baix Guinardó",3404,"Total"
"2021","4","7","Horta-Guinardó","34","Can Baró",3380,"Total"
"2021","4","7","Horta-Guinardó","35","el Guinardó",3731,"Total"
"2021","4","7","Horta-Guinardó","36","la Font d'en Fargues",3713,"Total"
"2021","4","7","Horta-Guinardó","37","el Carmel",2408,"Total"
"2021","4","7","Horta-Guinardó","38","la Teixonera",3560,"Total"
"2021","4","7","Horta-Guinardó","39","Sant Genís dels Agudells",2831,"Total"
"2021","4","7","Horta-Guinardó","40","Montbau",2814,"Total"
"2021","4","7","Horta-Guinardó","41","la Vall d'Hebron",4795,"Total"
"2021","4","7","Horta-Guinardó","43","Horta",3040,"Total"
"2021","4","8","Nou Barris","44","Vilapicina i la Torre Llobeta",3211,"Total"
"2021","4","8","Nou Barris","45","Porta",2755,"Total"
"2021","4","8","Nou Barris","46","el Turó de la Peira",2096,"Total"
"2021","4","8","Nou Barris","48","la Guineueta",3502,"Total"
"2021","4","8","Nou Barris","49","Canyelles",2632,"Total"
"2021","4","8","Nou Barris","50","les Roquetes",1835,"Total"
"2021","4","8","Nou Barris","51","Verdun",2273,"Total"
"2021","4","8","Nou Barris","52","la Prosperitat",2744,"Total"
"2021","4","8","Nou Barris","53","la Trinitat Nova",1850,"Total"
"2021","4","8","Nou Barris","55","Ciutat Meridiana",1929,"Total"
"2021","4","9","Sant Andreu","57","la Trinitat Vella",1588,"Total"
"2021","4","9","Sant Andreu","59","el Bon Pastor",2249,"Total"
"2021","4","9","Sant Andreu","60","Sant Andreu",3415,"Total"
"2021","4","9","Sant Andreu","61","la Sagrera",3337,"Total"
"2021","4","9","Sant Andreu","62","el Congrés i els Indians",2955,"Total"
"2021","4","9","Sant Andreu","63","Navas",2831,"Total"
"2021","4","10","Sant Martí","64","el Camp de l'Arpa del Clot",3762,"Total"
"2021","4","10","Sant Martí","65","el Clot",4336,"Total"
"2021","4","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",4763,"Total"
