"Any","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Nombre","Sup_ini","Sup_fin","Sup_Rang"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",74,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",108,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",111,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",111,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",184,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",49,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",99,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",12,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",113,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",259,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",254,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",147,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",58,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",4,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",13,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",8,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",26,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",83,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",215,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",112,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",82,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",141,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",52,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",4,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",31,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",61,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",101,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",123,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",161,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",74,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",57,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",1,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",9,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",36,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",15,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",137,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",249,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",55,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",94,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",3,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",5,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",8,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",11,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",27,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",182,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",41,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",152,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",9,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",18,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",17,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",86,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",205,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",75,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",153,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",16,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",8,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",115,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",241,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",39,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",155,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",46,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",23,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",4,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",24,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",167,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",368,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",67,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",105,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",119,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",70,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",2,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",9,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",91,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",191,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",37,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",267,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",87,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",70,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",21,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",106,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",220,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",158,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",145,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",240,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",37,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",65,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",12,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",52,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",86,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",112,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",119,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",101,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",42,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",46,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",346,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",215,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",241,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",44,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",58,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",30,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",7,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",12,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",204,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",205,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",88,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",174,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",166,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",7,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",24,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",9,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",93,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",242,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",209,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",118,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",147,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",22,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",3,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",40,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",221,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",211,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",288,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",71,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",90,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",12,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",15,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",29,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",76,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",276,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",165,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",150,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",190,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",13,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",21,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",10,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",58,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",159,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",162,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",212,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",84,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",32,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",57,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",21,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",33,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",104,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",170,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",140,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",246,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",33,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",38,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",32,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",185,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",224,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",170,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",149,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",181,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",26,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",53,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",25,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",122,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",255,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",290,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",90,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",170,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",12,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",14,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",121,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",173,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",274,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",82,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",60,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",33,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",29,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",34,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",130,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",314,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",158,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",146,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",129,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",3,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",5,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",49,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",100,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",263,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",256,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",205,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",64,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",4,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",2,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",21,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",163,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",363,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",199,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",110,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",71,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",9,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",2,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",23,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",161,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",160,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",253,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",116,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",205,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",10,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",5,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",55,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",152,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",201,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",329,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",120,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",104,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",22,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",17,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",6,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",119,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",276,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",149,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",91,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",110,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",7,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",30,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",7,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",37,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",88,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",227,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",70,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",203,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",32,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",1,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",4,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",62,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",252,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",204,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",225,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",167,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",13,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",32,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",10,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",67,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",135,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",214,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",87,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",60,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",6,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",2,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",33,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",267,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",248,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",140,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",60,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",46,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",28,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",2,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",25,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",183,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",260,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",214,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",137,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",68,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",2,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",3,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",18,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",181,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",344,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",282,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",67,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",17,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",1,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",18,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",128,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",200,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",221,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",88,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",19,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",1,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",5,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",28,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",184,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",245,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",157,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",117,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",13,151,210,"151-210"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",1,211,250,"211-250"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",1,250,500,"250-500"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",42,0,30,"0-30"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",168,31,60,"31-60"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",225,61,90,"61-90"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",196,91,120,"91-120"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",68,121,150,"121-150"
"2019","5","Sarrià-Sant Gervasi","27","el Putget i Farró",15,151,210,"151-210"
